source	target	source_serial	target_serial
pss_mechanized.TrMax_diagSeq_append_ge	pss_mechanized.nextR1_diagSeq_append	493322	493296
pss_mechanized.TrMax_eqI_endpoint	pss_mechanized.TrMax_bound_set	705956	705872
pss_mechanized.TrMax_eq_of_prefix_agree	pss_mechanized.TrMax_eqI	505956	505860
pss_mechanized.TrMax_eq_of_prefix_agree	pss_mechanized.TrMax_trunk_step	505956	490364
pss_mechanized.TrMax_eq_of_prefix_agree	pss_mechanized.nextrel1_prefix_imp	505956	505852
pss_mechanized.TrMax_eq_of_prefix_agree_sym	pss_mechanized.TrMax_eqI	506132	505860
pss_mechanized.TrMax_eq_of_prefix_agree_sym	pss_mechanized.TrMax_trunk_step	506132	490364
pss_mechanized.TrMax_eq_of_prefix_agree_sym	pss_mechanized.nextrel1_prefix_imp	506132	505852
pss_mechanized.TrMax_funpow_IncrFirst	pss_mechanized.TrMax_IncrFirst	493034	492960
pss_mechanized.TrMax_lt_last_of_row1_zero	pss_mechanized.TrMax_bound	506226	489582
pss_mechanized.TrMax_lt_last_of_row1_zero	pss_mechanized.TrMax_in_S	506226	494368
pss_mechanized.TrMax_seg_oper_d0zero_eq	pss_mechanized.Lng_seg	506800	478982
pss_mechanized.TrMax_seg_oper_d0zero_eq	pss_mechanized.TrMax_eq_of_prefix_agree	506800	505956
pss_mechanized.TrMax_seg_oper_d0zero_eq	pss_mechanized.TrMax_lt_last_of_row1_zero	506800	506226
pss_mechanized.TrMax_seg_oper_d0zero_eq	pss_mechanized.oper_nth_lt	506800	499924
pss_mechanized.TrMax_seg_oper_d0zero_eq	pss_mechanized.seg_nth_eq	506800	498948
pss_mechanized.TrMax_seg_oper_d0zero_eq_caseA	pss_mechanized.TrMax_seg_oper_d0zero_eq	507030	506800
pss_mechanized.TrMax_seg_oper_d0zero_eq_caseA	pss_mechanized.nextR1_boundary_stop_d0zero_caseA	507030	506608
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized.Lng_funpow_IncrFirst	511572	493008
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized.Lng_seg	511572	478982
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized.TrMax_bound	511572	489582
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized.TrMax_eq_of_prefix_agree_sym	511572	506132
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized.TrMax_funpow_IncrFirst	511572	493034
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized.TrMax_stop	511572	506174
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized.TrMax_trunk_step	511572	490364
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized.entry_funpow_IncrFirst0	511572	493348
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized.entry_funpow_IncrFirst1	511572	493368
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized.entry_seg	511572	479150
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized.oper_d1pos_LngM	511572	501078
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized.oper_d1pos_b3n_boundary	511572	511058
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized.oper_d1pos_entry1	511572	501806
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized.oper_d1pos_nth	511572	501310
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized.oper_d1pos_seg_le0_boundary	511572	510962
pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	pss_mechanized.seg_nth_eq	511572	498948
pss_mechanized.TrMax_seg_oper_d1pos_brle_uncapped	pss_mechanized.Lng_seg	508922	478982
pss_mechanized.TrMax_seg_oper_d1pos_brle_uncapped	pss_mechanized.TrMax_bound	508922	489582
pss_mechanized.TrMax_seg_oper_d1pos_brle_uncapped	pss_mechanized.TrMax_seg_oper_d1pos_eq_notbrle_uncapped	508922	508024
pss_mechanized.TrMax_seg_oper_d1pos_eq	pss_mechanized.Lng_funpow_IncrFirst	507164	493008
pss_mechanized.TrMax_seg_oper_d1pos_eq	pss_mechanized.Lng_seg	507164	478982
pss_mechanized.TrMax_seg_oper_d1pos_eq	pss_mechanized.TrMax_eq_of_prefix_agree	507164	505956
pss_mechanized.TrMax_seg_oper_d1pos_eq	pss_mechanized.TrMax_funpow_IncrFirst	507164	493034
pss_mechanized.TrMax_seg_oper_d1pos_eq	pss_mechanized.entry_funpow_IncrFirst0	507164	493348
pss_mechanized.TrMax_seg_oper_d1pos_eq	pss_mechanized.entry_funpow_IncrFirst1	507164	493368
pss_mechanized.TrMax_seg_oper_d1pos_eq	pss_mechanized.oper_d1pos_nth	507164	501310
pss_mechanized.TrMax_seg_oper_d1pos_eq	pss_mechanized.seg_nth_eq	507164	498948
pss_mechanized.TrMax_seg_oper_d1pos_eq_notbrle_uncapped	pss_mechanized.Lng_funpow_IncrFirst	508024	493008
pss_mechanized.TrMax_seg_oper_d1pos_eq_notbrle_uncapped	pss_mechanized.Lng_seg	508024	478982
pss_mechanized.TrMax_seg_oper_d1pos_eq_notbrle_uncapped	pss_mechanized.TrMax_eq_of_prefix_agree_sym	508024	506132
pss_mechanized.TrMax_seg_oper_d1pos_eq_notbrle_uncapped	pss_mechanized.TrMax_funpow_IncrFirst	508024	493034
pss_mechanized.TrMax_seg_oper_d1pos_eq_notbrle_uncapped	pss_mechanized.TrMax_stop	508024	506174
pss_mechanized.TrMax_seg_oper_d1pos_eq_notbrle_uncapped	pss_mechanized.entry_funpow_IncrFirst0	508024	493348
pss_mechanized.TrMax_seg_oper_d1pos_eq_notbrle_uncapped	pss_mechanized.entry_funpow_IncrFirst1	508024	493368
pss_mechanized.TrMax_seg_oper_d1pos_eq_notbrle_uncapped	pss_mechanized.le0_refl	508024	476850
pss_mechanized.TrMax_seg_oper_d1pos_eq_notbrle_uncapped	pss_mechanized.oper_d1pos_nth	508024	501310
pss_mechanized.TrMax_seg_oper_d1pos_eq_notbrle_uncapped	pss_mechanized.seg_nth_eq	508024	498948
pss_mechanized.TrMax_seg_oper_d1pos_eq_regA	pss_mechanized.Lng_seg	515512	478982
pss_mechanized.TrMax_seg_oper_d1pos_eq_regA	pss_mechanized.TrMax_eq_of_prefix_agree	515512	505956
pss_mechanized.TrMax_seg_oper_d1pos_eq_regA	pss_mechanized.oper_d1pos_nth_low_verbatim	515512	515126
pss_mechanized.TrMax_seg_oper_d1pos_eq_regA	pss_mechanized.seg_nth_eq	515512	498948
pss_mechanized.TrMax_seg_oper_d1pos_eq_span	pss_mechanized.Lng_funpow_IncrFirst	507564	493008
pss_mechanized.TrMax_seg_oper_d1pos_eq_span	pss_mechanized.Lng_seg	507564	478982
pss_mechanized.TrMax_seg_oper_d1pos_eq_span	pss_mechanized.TrMax_eq_of_prefix_agree	507564	505956
pss_mechanized.TrMax_seg_oper_d1pos_eq_span	pss_mechanized.TrMax_funpow_IncrFirst	507564	493034
pss_mechanized.TrMax_seg_oper_d1pos_eq_span	pss_mechanized.entry_funpow_IncrFirst0	507564	493348
pss_mechanized.TrMax_seg_oper_d1pos_eq_span	pss_mechanized.entry_funpow_IncrFirst1	507564	493368
pss_mechanized.TrMax_seg_oper_d1pos_eq_span	pss_mechanized.oper_d1pos_nth	507564	501310
pss_mechanized.TrMax_seg_oper_d1pos_eq_span	pss_mechanized.seg_nth_eq	507564	498948
pss_mechanized.TrMax_stop	pss_mechanized.TrMax_in_S	506174	494368
pss_mechanized.TrMax_stop_uncond	pss_mechanized.TrMax_bound_set	706036	705872
pss_mechanized.a1_BrRed_row1_head	pss_mechanized.entry_NJ_1_0	541786	495158
pss_mechanized.a1_BrRed_row1_head	pss_mechanized.entry_funpow_IncrFirst1	541786	493368
pss_mechanized.a1_BrRed_row1_head	pss_mechanized.if2_Br_Red	541786	541528
pss_mechanized.a1_BrRed_row1_head	pss_mechanized.m_6_5_Lng_Red	541786	495636
pss_mechanized.a1_BrRed_row1_head	pss_mechanized.m_6_6_Red_leftend_1	541786	497148
pss_mechanized.a1_FN_hasParent	pss_mechanized.TrMax_bound	541544	489582
pss_mechanized.a1_FN_hasParent	pss_mechanized.m_6_4_mono_slice_next	541544	489440
pss_mechanized.a1_FN_lt	pss_mechanized.Joints_parent_nextR	541552	494574
pss_mechanized.a1_NJ_Red_eq	pss_mechanized.Lng_funpow_IncrFirst	542358	493008
pss_mechanized.a1_NJ_Red_eq	pss_mechanized.a1_BrRed_row1_head	542358	541786
pss_mechanized.a1_NJ_Red_eq	pss_mechanized.a1_Red_trunk_row0	542358	541538
pss_mechanized.a1_NJ_Red_eq	pss_mechanized.a1_if_Joints_Red	542358	541764
pss_mechanized.a1_NJ_Red_eq	pss_mechanized.a1_if_npJ_Red	542358	542150
pss_mechanized.a1_NJ_Red_eq	pss_mechanized.fin_block_head	542358	541122
pss_mechanized.a1_NJ_Red_eq	pss_mechanized.if2_Br_Red	542358	541528
pss_mechanized.a1_NJ_Red_eq	pss_mechanized.m_6_5_Lng_Red	542358	495636
pss_mechanized.a1_NJ_Red_eq	pss_mechanized.m_6_6_Red_leftend_1	542358	497148
pss_mechanized.a1_Red_NJ_Red_residual	pss_mechanized.a1_NJ_Red_eq	542408	542358
pss_mechanized.a1_Red_NJ_Red_residual	pss_mechanized.a1_Red_funpow_IncrFirst	542408	542190
pss_mechanized.a1_Red_NJ_Red_residual	pss_mechanized.m_6_5_Lng_Red	542408	495636
pss_mechanized.a1_Red_funpow_IncrFirst	pss_mechanized.Lng_funpow_IncrFirst	542190	493008
pss_mechanized.a1_Red_funpow_IncrFirst	pss_mechanized.m_6_5_Red_IncrFirst	542190	537922
pss_mechanized.a1_Red_trunk_le0	pss_mechanized.TrMax_bound	541930	489582
pss_mechanized.a1_Red_trunk_le0	pss_mechanized.a1_Red_trunk_nextrel0_step	541930	541846
pss_mechanized.a1_Red_trunk_le0	pss_mechanized.m_6_5_Lng_Red	541930	495636
pss_mechanized.a1_Red_trunk_nextrel0_step	pss_mechanized.TrMax_bound	541846	489582
pss_mechanized.a1_Red_trunk_nextrel0_step	pss_mechanized.a1_Red_trunk_row0	541846	541538
pss_mechanized.a1_Red_trunk_nextrel0_step	pss_mechanized.m_6_5_Lng_Red	541846	495636
pss_mechanized.a1_Red_trunk_row0	pss_mechanized.Lng_diagSeq	541538	492486
pss_mechanized.a1_Red_trunk_row0	pss_mechanized.d_Red_core_nontrunk_unfold	541538	540992
pss_mechanized.a1_Red_trunk_row0	pss_mechanized.entry_diagSeq	541538	492512
pss_mechanized.a1_Red_trunk_row1	pss_mechanized.Lng_diagSeq	541836	492486
pss_mechanized.a1_Red_trunk_row1	pss_mechanized.d_Red_core_nontrunk_unfold	541836	540992
pss_mechanized.a1_Red_trunk_row1	pss_mechanized.entry_diagSeq	541836	492512
pss_mechanized.a1_concat_locate	pss_mechanized.a1_concat_locate_raw	541624	541560
pss_mechanized.a1_concat_locate	pss_mechanized.nth_concat_block	541624	532064
pss_mechanized.a1_idem_core_nontrunk	pss_mechanized.TrMax_bound	542510	489582
pss_mechanized.a1_idem_core_nontrunk	pss_mechanized.a1_Red_NJ_Red_residual	542510	542408
pss_mechanized.a1_idem_core_nontrunk	pss_mechanized.a1_Red_trunk_row0	542510	541538
pss_mechanized.a1_idem_core_nontrunk	pss_mechanized.a1_if_Joints_Red	542510	541764
pss_mechanized.a1_idem_core_nontrunk	pss_mechanized.a1_if_npJ_Red	542510	542150
pss_mechanized.a1_idem_core_nontrunk	pss_mechanized.d_Red_core_nontrunk_unfold	542510	540992
pss_mechanized.a1_idem_core_nontrunk	pss_mechanized.fl_s_TrMax_Red	542510	540966
pss_mechanized.a1_idem_core_nontrunk	pss_mechanized.if2_Br_Red	542510	541528
pss_mechanized.a1_idem_core_nontrunk	pss_mechanized.m_6_5_Lng_Red	542510	495636
pss_mechanized.a1_idem_core_nontrunk	pss_mechanized.m_6_5_Red_preserves_monoT	542510	541258
pss_mechanized.a1_idem_core_nontrunk	pss_mechanized.m_6_6_Red_leftend_1	542510	497148
pss_mechanized.a1_idem_m10pos	pss_mechanized.b2_idem_m10pos	542618	540888
pss_mechanized.a1_idem_m10pos	pss_mechanized.coreReduce_m10pos_form	542618	534024
pss_mechanized.a1_idem_m10pos	pss_mechanized.m_6_5_Lng_Red	542618	495636
pss_mechanized.a1_idem_m10pos	pss_mechanized.m_6_5_Red_preserves_monoT	542618	541258
pss_mechanized.a1_idem_m10pos	pss_mechanized.m_6_5_Red_welldef	542618	495596
pss_mechanized.a1_idem_m10pos	pss_mechanized.m_6_5_monoT_Red_fact1_Lng	542618	495658
pss_mechanized.a1_idem_m10pos	pss_mechanized.m_6_5_monoT_Red_m10pos	542618	533262
pss_mechanized.a1_idem_m10pos	pss_mechanized.m_6_6_Red_leftend_1	542618	497148
pss_mechanized.a1_if_Joints_Red	pss_mechanized.FirstNodes_nth	541764	489774
pss_mechanized.a1_if_Joints_Red	pss_mechanized.Joints_parent_nextR	541764	494574
pss_mechanized.a1_if_Joints_Red	pss_mechanized.Lng_diagSeq	541764	492486
pss_mechanized.a1_if_Joints_Red	pss_mechanized.Lng_funpow_IncrFirst	541764	493008
pss_mechanized.a1_if_Joints_Red	pss_mechanized.a1_FN_hasParent	541764	541544
pss_mechanized.a1_if_Joints_Red	pss_mechanized.a1_FN_lt	541764	541552
pss_mechanized.a1_if_Joints_Red	pss_mechanized.a1_Red_trunk_row0	541764	541538
pss_mechanized.a1_if_Joints_Red	pss_mechanized.a1_concat_locate	541764	541624
pss_mechanized.a1_if_Joints_Red	pss_mechanized.a1_sumlen_take_mono	541764	541694
pss_mechanized.a1_if_Joints_Red	pss_mechanized.d_Red_core_nontrunk_unfold	541764	540992
pss_mechanized.a1_if_Joints_Red	pss_mechanized.entry_FirstNodes_eq_component	541764	490000
pss_mechanized.a1_if_Joints_Red	pss_mechanized.entry_seg	541764	479150
pss_mechanized.a1_if_Joints_Red	pss_mechanized.fin_block_head	541764	541122
pss_mechanized.a1_if_Joints_Red	pss_mechanized.fl_s_TrMax_Red	541764	540966
pss_mechanized.a1_if_Joints_Red	pss_mechanized.idxsum_nth	541764	487242
pss_mechanized.a1_if_Joints_Red	pss_mechanized.if2_Br_Red	541764	541528
pss_mechanized.a1_if_Joints_Red	pss_mechanized.if2_block_row0_min	541764	541474
pss_mechanized.a1_if_Joints_Red	pss_mechanized.m_6_4_FirstNodes_Joints_mono	541764	490306
pss_mechanized.a1_if_Joints_Red	pss_mechanized.m_6_4_FirstNodes_TrMax_Joints	541764	489672
pss_mechanized.a1_if_Joints_Red	pss_mechanized.m_6_5_Lng_Red	541764	495636
pss_mechanized.a1_if_Joints_Red	pss_mechanized.m_6_5_Red_preserves_monoT	541764	541258
pss_mechanized.a1_if_Joints_Red	pss_mechanized.seg_to_last_eq_drop	541764	480370
pss_mechanized.a1_if_npJ_Red	pss_mechanized.a1_if_npJ_Red_pos	542150	542110
pss_mechanized.a1_if_npJ_Red	pss_mechanized.a1_if_npJ_Red_zero	542150	541808
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.FirstNodes_nth	542110	489774
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.Joints_parent_nextR	542110	494574
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.a1_BrRed_row1_head	542110	541786
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.a1_FN_lt	542110	541552
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.a1_Red_trunk_le0	542110	541930
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.a1_Red_trunk_row1	542110	541836
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.a1_if_Joints_Red	542110	541764
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.a1_le0_ancestor_le_parent	542110	541978
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.entry_FirstNodes_eq_component_gen	542110	498706
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.fl_s_TrMax_Red	542110	540966
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.if2_Br_Red	542110	541528
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.le0_trans	542110	477422
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.m_6_4_FirstNodes_TrMax_Joints	542110	489672
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.m_6_5_Lng_Red	542110	495636
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.m_6_5_Red_preserves_monoT	542110	541258
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.nextR1_unique	542110	491128
pss_mechanized.a1_if_npJ_Red_pos	pss_mechanized.npJ_le_Joints_Suc	542110	532410
pss_mechanized.a1_if_npJ_Red_zero	pss_mechanized.a1_BrRed_row1_head	541808	541786
pss_mechanized.a1_le0_ancestor_le_parent	pss_mechanized.nextR0_largest_below	541978	489878
pss_mechanized.a1_le0_ancestor_le_parent	pss_mechanized.nextrel0_rtrancl_mono	541978	476900
pss_mechanized.a1_sumlen_take_mono	pss_mechanized.idxsum_sum_take_mono	541694	487348
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.Lng_diagSeq	543208	492486
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.Lng_funpow_IncrFirst	543208	493008
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.P_blocks_nonempty	543208	493628
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.P_nonempty	543208	479566
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.Pred_preserves_T_PS	543208	476820
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.a3_Red_shiftRow0_Pred_m10z	543208	542876
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.a3_TrMax_Pred_trunk	543208	542930
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.a3_butlast_Red_len1	543208	542800
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.a3_butlast_concat	543208	542726
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.a3_map_butlast	543208	542770
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.a3_shiftRow0_Pred	543208	542834
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.butlast_diagSeq	543208	535254
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.cdn_Red_shiftRow0_m10z	543208	540432
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.entry_Pred_0	543208	535436
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.m_6_5_Lng_Red	543208	495636
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.m_6_5_Red_welldef	543208	495596
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.m_6_5_T4_coreArg_Pred	543208	535486
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.m_6_5_monoT_Red_fact1_Lng	543208	495658
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.m_6_5_monoT_Red_m10pos	543208	533262
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.nonmulti_Pred	543208	488798
pss_mechanized.a3_Red_Pred_cond	pss_mechanized.pred_P_decomp	543208	535190
pss_mechanized.a3_Red_shiftRow0_Pred_m10z	pss_mechanized.Lng_shiftRow0	542876	493668
pss_mechanized.a3_Red_shiftRow0_Pred_m10z	pss_mechanized.Pred_preserves_T_PS	542876	476820
pss_mechanized.a3_Red_shiftRow0_Pred_m10z	pss_mechanized.cdn_Red_shiftRow0_m10z	542876	540432
pss_mechanized.a3_Red_shiftRow0_Pred_m10z	pss_mechanized.m_6_5_Red_welldef	542876	495596
pss_mechanized.a3_Red_shiftRow0_Pred_m10z	pss_mechanized.nonmulti_Pred	542876	488798
pss_mechanized.a3_TrMax_Pred_trunk	pss_mechanized.Pred_preserves_T_PS	542930	476820
pss_mechanized.a3_TrMax_Pred_trunk	pss_mechanized.TrMax_eqI	542930	505860
pss_mechanized.a3_TrMax_Pred_trunk	pss_mechanized.TrMax_trunk_step	542930	490364
pss_mechanized.a3_TrMax_Pred_trunk	pss_mechanized.nextrel1_prefix_imp	542930	505852
pss_mechanized.a3_butlast_Red_len1	pss_mechanized.m_6_5_Lng_Red	542800	495636
pss_mechanized.a3_shiftRow0_Pred	pss_mechanized.Lng_shiftRow0	542834	493668
pss_mechanized.addscb_flat_pre_post2	pss_mechanized.rnsub_flat_multi	551750	546324
pss_mechanized.adm_Adm_adm	pss_mechanized.adm_below_set_finite	481974	481920
pss_mechanized.adm_Adm_adm	pss_mechanized.adm_below_set_nonempty	481974	481956
pss_mechanized.adm_Adm_le	pss_mechanized.adm_below_set_finite	481992	481920
pss_mechanized.adm_Adm_le	pss_mechanized.adm_below_set_nonempty	481992	481956
pss_mechanized.adm_Adm_max	pss_mechanized.adm_below_set_finite	482052	481920
pss_mechanized.adm_below_set_nonempty	pss_mechanized.adm_zero	481956	481896
pss_mechanized.adm_le0_seg	pss_mechanized.Lng_seg	481600	478982
pss_mechanized.adm_le0_seg	pss_mechanized.adm_le0_seg_M_to_N	481600	481416
pss_mechanized.adm_le0_seg	pss_mechanized.adm_le0_seg_N_to_M	481600	481544
pss_mechanized.adm_le0_seg_M_to_N	pss_mechanized.Lng_seg	481416	478982
pss_mechanized.adm_le0_seg_M_to_N	pss_mechanized.adm_nextrel0_seg	481416	481310
pss_mechanized.adm_le0_seg_M_to_N	pss_mechanized.nextrel0_rtrancl_mono	481416	476900
pss_mechanized.adm_le0_seg_N_to_M	pss_mechanized.Lng_seg	481544	478982
pss_mechanized.adm_le0_seg_N_to_M	pss_mechanized.adm_nextrel0_seg	481544	481310
pss_mechanized.adm_le1_seg	pss_mechanized.Lng_seg	495738	478982
pss_mechanized.adm_le1_seg	pss_mechanized.adm_le1_seg_M_to_N	495738	495708
pss_mechanized.adm_le1_seg	pss_mechanized.adm_le1_seg_N_to_M	495738	495720
pss_mechanized.adm_le1_seg_M_to_N	pss_mechanized.Lng_seg	495708	478982
pss_mechanized.adm_le1_seg_M_to_N	pss_mechanized.adm_nextrel1_seg	495708	481698
pss_mechanized.adm_le1_seg_M_to_N	pss_mechanized.nextrel1_rtrancl_mono	495708	477174
pss_mechanized.adm_le1_seg_N_to_M	pss_mechanized.Lng_seg	495720	478982
pss_mechanized.adm_le1_seg_N_to_M	pss_mechanized.adm_nextrel1_seg	495720	481698
pss_mechanized.adm_nextR1_seg	pss_mechanized.adm_nextrel1_seg	481770	481698
pss_mechanized.adm_nextrel0_seg	pss_mechanized.Lng_seg	481310	478982
pss_mechanized.adm_nextrel0_seg	pss_mechanized.entry_seg	481310	479150
pss_mechanized.adm_nextrel1_seg	pss_mechanized.Lng_seg	481698	478982
pss_mechanized.adm_nextrel1_seg	pss_mechanized.adm_le0_seg	481698	481600
pss_mechanized.adm_nextrel1_seg	pss_mechanized.entry_seg	481698	479150
pss_mechanized.adm_nextrel1_seg	pss_mechanized.nextrel0_rtrancl_mono	481698	476900
pss_mechanized.adm_row1_ancestry	pss_mechanized.adm_Adm_le	491746	481992
pss_mechanized.adm_row1_ancestry	pss_mechanized.adm_Adm_max	491746	482052
pss_mechanized.adm_row1_ancestry	pss_mechanized.nextrel1_chain	491746	491672
pss_mechanized.anchor_ge_of_leftmin	pss_mechanized.idxsum_lmin_leftend	518342	488506
pss_mechanized.anchor_ge_of_leftmin	pss_mechanized.idxsum_mono	518342	488728
pss_mechanized.anchor_lt_of_uniform_witness	pss_mechanized.oper_d1pos_branch_anchor	516764	513900
pss_mechanized.anchored_slice_imp_T_PS	pss_mechanized.Lng_seg	496630	478982
pss_mechanized.b2_Lng_diag_app	pss_mechanized.Lng_diagSeq	540746	492486
pss_mechanized.b2_N_eq_diag_RedM	pss_mechanized.Lng_diagSeq	540866	492486
pss_mechanized.b2_N_eq_diag_RedM	pss_mechanized.b2_RedM_eq_segN	540866	540858
pss_mechanized.b2_N_eq_diag_RedM	pss_mechanized.coreReduce_m10pos_form	540866	534024
pss_mechanized.b2_N_eq_diag_RedM	pss_mechanized.diagSeq_nth	540866	492498
pss_mechanized.b2_N_eq_diag_RedM	pss_mechanized.m_6_5_monoT_Red_fact1_Lng	540866	495658
pss_mechanized.b2_N_eq_diag_RedM	pss_mechanized.redB_prefix_diag	540866	532682
pss_mechanized.b2_N_eq_diag_RedM	pss_mechanized.seg_to_last_eq_drop	540866	480370
pss_mechanized.b2_RedM_eq_segN	pss_mechanized.Lng_seg	540858	478982
pss_mechanized.b2_RedM_eq_segN	pss_mechanized.coreReduce_m10pos_form	540858	534024
pss_mechanized.b2_RedM_eq_segN	pss_mechanized.entry_seg	540858	479150
pss_mechanized.b2_RedM_eq_segN	pss_mechanized.m_6_5_Red_welldef	540858	495596
pss_mechanized.b2_RedM_eq_segN	pss_mechanized.m_6_5_monoT_Red_fact1_Lng	540858	495658
pss_mechanized.b2_RedM_eq_segN	pss_mechanized.m_6_5_monoT_Red_m10pos	540858	533262
